ProteinA,ProteinB,Label
O00425,n1315,0
O14746,n1315,0
O15042,n1315,0
O43251,n1315,0
O60306,n1315,0
O60341,n1315,0
O60832,n1315,0
O75817,n1315,0
O76094,n1315,0
O94992,n1315,0
O95707,n1315,0
O95793,n1315,0
P01189,n1315,0
P01236,n1315,0
P01344,n1315,0
P04150,n1315,0
P04637,n1315,0
P05455,n1315,0
P07910,n1315,0
P08047,n1315,0
P09132,n1315,0
P14210,n1315,0
P14859,n1315,0
P17735,n1315,0
P23246,n1315,0
P23511,n1315,0
P25208,n1315,0
P26599,n1315,0
P31269,n1315,0
P31483,n1315,0
P35268,n1315,0
P35453,n1315,0
P35637,n1315,0
P37108,n1315,0
P49458,n1315,0
P50750,n1315,0
P55899,n1315,0
P60484,n1315,0
P61011,n1315,0
P61964,n1315,0
P62136,n1315,0
P62140,n1315,0
P78345,n1315,0
P84243,n1315,0
Q01094,n1315,0
Q01844,n1315,0
Q07955,n1315,0
Q12968,n1315,0
Q13127,n1315,0
Q13148,n1315,0
Q13285,n1315,0
Q13952,n1315,0
Q15022,n1315,0
Q15233,n1315,0
Q15287,n1315,0
Q15717,n1315,0
Q15910,n1315,0
Q4G0J3,n1315,0
Q5S007,n1315,0
Q7L2J0,n1315,0
Q7Z3B3,n1315,0
Q8IUX4,n1315,0
Q8IYB3,n1315,0
Q8NDV7,n1315,0
Q8WXF1,n1315,0
Q92994,n1315,0
Q96BK5,n1315,0
Q96PU8,n1315,0
Q99575,n1315,0
Q9BUL9,n1315,0
Q9H633,n1315,0
Q9H9G7,n1315,0
Q9HCE1,n1315,0
Q9HCJ0,n1315,0
Q9HCK5,n1315,0
Q9NY12,n1315,0
Q9NZI8,n1315,0
Q9UHB9,n1315,0
Q9UKC9,n1315,0
Q9UKL0,n1315,0
Q9UKV8,n1315,0
Q9UL18,n1315,0
Q9UPQ9,n1315,0
Q9Y6M1,n1315,0
O00425,n199030,0
O14746,n199030,0
O15042,n199030,0
O43251,n199030,0
O60306,n199030,0
O60341,n199030,0
O60832,n199030,0
O75817,n199030,0
O76094,n199030,0
O94992,n199030,0
O95707,n199030,0
O95793,n199030,0
P01189,n199030,0
P01236,n199030,0
